#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FPR1	TLR8	9606.ENSP00000471493	9606.ENSP00000312082	0	0	0	0	0.556	0	0	0.359	0.703
FPR1	GNAI2	9606.ENSP00000471493	9606.ENSP00000312999	0	0	0	0	0	0.303	0	0.184	0.407
FPR1	VNN2	9606.ENSP00000471493	9606.ENSP00000322276	0	0	0	0	0.390	0	0	0.194	0.487
FPR1	NLRP3	9606.ENSP00000471493	9606.ENSP00000337383	0	0	0	0	0.327	0	0	0.323	0.524
FPR1	PLAUR	9606.ENSP00000471493	9606.ENSP00000339328	0	0	0	0	0.141	0	0.900	0.830	0.984
FPR1	TLR9	9606.ENSP00000471493	9606.ENSP00000353874	0	0	0	0	0.065	0	0	0.469	0.483
FPR1	NCF2	9606.ENSP00000471493	9606.ENSP00000356505	0	0	0	0	0.448	0	0	0.298	0.595
FPR1	IFNGR1	9606.ENSP00000471493	9606.ENSP00000356713	0	0	0	0	0.077	0	0	0.398	0.420
FPR1	MNDA	9606.ENSP00000471493	9606.ENSP00000357123	0	0	0	0	0.635	0	0	0.142	0.673
FPR1	S100A8	9606.ENSP00000471493	9606.ENSP00000357722	0	0	0	0	0.677	0	0	0.059	0.683
FPR1	S100A12	9606.ENSP00000471493	9606.ENSP00000357726	0	0	0	0	0.555	0	0	0.267	0.660
FPR1	PTAFR	9606.ENSP00000471493	9606.ENSP00000362965	0	0	0	0.633	0.327	0	0.900	0.373	0.938
FPR1	TLR4	9606.ENSP00000471493	9606.ENSP00000363089	0	0	0	0	0.175	0	0	0.455	0.531
FPR1	TNFRSF1B	9606.ENSP00000471493	9606.ENSP00000365435	0	0	0	0	0.149	0	0.900	0.123	0.918
FPR1	LILRB2	9606.ENSP00000471493	9606.ENSP00000375629	0	0	0	0	0.772	0	0	0.176	0.804
FPR1	NCF4	9606.ENSP00000471493	9606.ENSP00000380334	0	0	0	0	0.241	0	0	0.279	0.429
FPR1	ITGB2	9606.ENSP00000471493	9606.ENSP00000380948	0	0	0	0	0.290	0	0	0.267	0.457
FPR1	ITGAM	9606.ENSP00000471493	9606.ENSP00000441691	0	0	0	0	0.271	0	0	0.391	0.537
FPR1	HCK	9606.ENSP00000471493	9606.ENSP00000444986	0	0	0	0	0.617	0.056	0	0.209	0.689
FPR1	ITGAX	9606.ENSP00000471493	9606.ENSP00000454623	0	0	0	0	0.315	0	0	0.166	0.404
FPR1	FPR2	9606.ENSP00000471493	9606.ENSP00000468897	0	0	0	0.971	0.684	0	0.900	0.921	0.967
FPR1	GNB1	9606.ENSP00000471493	9606.ENSP00000481878	0	0	0	0	0	0.157	0.900	0.071	0.914
FPR2	TREM1	9606.ENSP00000468897	9606.ENSP00000244709	0	0	0	0	0.335	0	0	0.167	0.422
FPR2	MAPK3	9606.ENSP00000468897	9606.ENSP00000263025	0	0	0	0	0	0	0	0.418	0.419
FPR2	TLR8	9606.ENSP00000468897	9606.ENSP00000312082	0	0	0	0	0.552	0	0	0.233	0.641
FPR2	PLAUR	9606.ENSP00000468897	9606.ENSP00000339328	0	0	0	0	0.099	0	0.900	0.897	0.989
FPR2	TLR9	9606.ENSP00000468897	9606.ENSP00000353874	0	0	0	0	0.069	0	0	0.413	0.430
FPR2	PTGS2	9606.ENSP00000468897	9606.ENSP00000356438	0	0	0	0	0.077	0.056	0	0.392	0.423
FPR2	S100A8	9606.ENSP00000468897	9606.ENSP00000357722	0	0	0	0	0.346	0	0	0.127	0.405
FPR2	S100A12	9606.ENSP00000468897	9606.ENSP00000357726	0	0	0	0	0.369	0	0	0.203	0.475
FPR2	TLR4	9606.ENSP00000468897	9606.ENSP00000363089	0	0	0	0	0.171	0	0	0.505	0.572
FPR2	ITGAM	9606.ENSP00000468897	9606.ENSP00000441691	0	0	0	0	0.230	0	0	0.425	0.538
FPR2	GNB1	9606.ENSP00000468897	9606.ENSP00000481878	0	0	0	0	0	0.824	0	0	0.824
FRAT1	GSK3A	9606.ENSP00000360060	9606.ENSP00000222330	0	0	0	0	0.065	0.717	0	0.330	0.807
FRAT1	JUND	9606.ENSP00000360060	9606.ENSP00000252818	0	0	0	0	0	0	0	0.448	0.448
FRAT1	PPP2R5A	9606.ENSP00000360060	9606.ENSP00000261461	0	0	0	0	0.065	0	0.900	0	0.902
FRAT1	GSK3B	9606.ENSP00000360060	9606.ENSP00000324806	0	0	0	0	0	0.887	0.800	0.616	0.990
FRAT1	UBTD1	9606.ENSP00000360060	9606.ENSP00000359698	0	0	0	0	0.070	0	0	0.442	0.459
FRAT1	FRAT2	9606.ENSP00000360060	9606.ENSP00000360058	0	0	0	0.972	0.284	0	0.800	0.769	0.853
FRAT2	GSK3A	9606.ENSP00000360058	9606.ENSP00000222330	0	0	0	0	0	0.322	0	0.330	0.526
FRAT2	PPP2R5A	9606.ENSP00000360058	9606.ENSP00000261461	0	0	0	0	0.069	0	0.900	0	0.902
FRAT2	GSK3B	9606.ENSP00000360058	9606.ENSP00000324806	0	0	0	0	0	0.669	0.800	0.485	0.963
FRAT2	XRN2	9606.ENSP00000360058	9606.ENSP00000366396	0	0	0	0	0	0	0	0.428	0.428
FRMD8	MAP3K11	9606.ENSP00000319726	9606.ENSP00000309597	0	0	0	0	0.062	0	0	0.585	0.594
FRMD8	SIPA1	9606.ENSP00000319726	9606.ENSP00000377771	0	0	0	0	0.062	0	0	0.460	0.472
FRMD8	SSH2	9606.ENSP00000319726	9606.ENSP00000444743	0	0	0	0	0.065	0	0	0.479	0.492
FRMD8	KCNK7	9606.ENSP00000319726	9606.ENSP00000344820	0	0	0	0	0	0	0	0.603	0.603
FURIN	NGFR	9606.ENSP00000483552	9606.ENSP00000172229	0	0	0	0	0	0	0	0.433	0.433
FURIN	TGFB1	9606.ENSP00000483552	9606.ENSP00000221930	0	0	0	0	0.099	0	0.900	0.403	0.941
FURIN	LRP1	9606.ENSP00000483552	9606.ENSP00000243077	0	0	0	0	0.085	0.213	0	0.462	0.579
FURIN	JAG1	9606.ENSP00000483552	9606.ENSP00000254958	0	0	0	0	0	0	0	0.464	0.464
FURIN	SORT1	9606.ENSP00000483552	9606.ENSP00000256637	0	0	0	0	0.066	0	0	0.670	0.679
FURIN	NOTCH2	9606.ENSP00000483552	9606.ENSP00000256646	0	0	0	0	0.086	0	0.900	0.425	0.942
FURIN	SORL1	9606.ENSP00000483552	9606.ENSP00000260197	0	0	0	0	0.066	0.213	0	0.571	0.657
FURIN	TIMP2	9606.ENSP00000483552	9606.ENSP00000262768	0	0	0	0	0.062	0	0	0.497	0.508
FURIN	IGF1R	9606.ENSP00000483552	9606.ENSP00000268035	0	0	0	0	0.062	0.056	0	0.384	0.407
FURIN	NOTCH1	9606.ENSP00000483552	9606.ENSP00000277541	0	0	0	0	0.076	0.213	0.900	0.745	0.979
FURIN	ST14	9606.ENSP00000483552	9606.ENSP00000278742	0	0	0	0	0	0	0.300	0.513	0.644
FURIN	TPCN2	9606.ENSP00000483552	9606.ENSP00000294309	0	0	0	0	0.062	0	0	0.443	0.455
FURIN	NCSTN	9606.ENSP00000483552	9606.ENSP00000294785	0	0	0	0	0.062	0	0	0.438	0.451
FURIN	PACS1	9606.ENSP00000483552	9606.ENSP00000316454	0	0	0	0	0.087	0.462	0	0.969	0.983
FURIN	MMP25	9606.ENSP00000483552	9606.ENSP00000337816	0	0	0	0	0.080	0	0.900	0.442	0.944
FURIN	TNFSF13	9606.ENSP00000483552	9606.ENSP00000343505	0	0	0	0	0.086	0.213	0	0.360	0.499
FURIN	RBPJ	9606.ENSP00000483552	9606.ENSP00000345206	0	0	0	0	0.062	0	0	0.590	0.599
FURIN	IGF2R	9606.ENSP00000483552	9606.ENSP00000349437	0	0	0	0	0.086	0	0	0.526	0.548
FURIN	SULF2	9606.ENSP00000483552	9606.ENSP00000353007	0	0	0	0	0	0	0	0.540	0.540
FURIN	MMP9	9606.ENSP00000483552	9606.ENSP00000361405	0	0	0	0	0.072	0	0	0.501	0.517
FURIN	ITM2B	9606.ENSP00000483552	9606.ENSP00000367828	0	0	0	0	0	0	0	0.505	0.505
FURIN	NAGA	9606.ENSP00000483552	9606.ENSP00000379680	0	0	0	0	0.090	0	0	0.517	0.542
FURIN	STXBP2	9606.ENSP00000483552	9606.ENSP00000413606	0	0	0	0	0.099	0.347	0	0.126	0.440
FURIN	SERPINA1	9606.ENSP00000483552	9606.ENSP00000416066	0	0	0	0	0.065	0	0	0.783	0.788
G0S2	TBL1X	9606.ENSP00000355996	9606.ENSP00000217964	0	0	0	0	0	0	0.900	0.053	0.901
G0S2	SMARCD3	9606.ENSP00000355996	9606.ENSP00000262188	0	0	0	0	0	0	0.900	0	0.900
G0S2	PNPLA2	9606.ENSP00000355996	9606.ENSP00000337701	0	0	0	0	0.089	0.495	0	0.902	0.951
G0S2	PLIN5	9606.ENSP00000355996	9606.ENSP00000371272	0	0	0	0	0.064	0	0	0.442	0.456
G0S2	NCOA1	9606.ENSP00000355996	9606.ENSP00000385216	0	0	0	0	0	0	0.900	0	0.900
G0S2	RXRA	9606.ENSP00000355996	9606.ENSP00000419692	0	0	0	0	0.062	0	0.900	0.078	0.906
G6PD	SLC2A3	9606.ENSP00000377192	9606.ENSP00000075120	0	0	0	0	0.062	0	0	0.483	0.494
G6PD	PYGL	9606.ENSP00000377192	9606.ENSP00000216392	0.089	0	0	0	0.076	0	0	0.424	0.473
G6PD	GAPDH	9606.ENSP00000377192	9606.ENSP00000229239	0.107	0	0	0	0.099	0.524	0.800	0.726	0.975
G6PD	PGLS	9606.ENSP00000377192	9606.ENSP00000252603	0.111	0	0.359	0	0.128	0	0.900	0.917	0.995
G6PD	GNS	9606.ENSP00000377192	9606.ENSP00000258145	0	0	0	0	0.062	0.406	0	0	0.419
G6PD	SLC2A9	9606.ENSP00000377192	9606.ENSP00000264784	0	0	0	0	0.062	0	0	0.476	0.488
G6PD	PGD	9606.ENSP00000377192	9606.ENSP00000270776	0.219	0	0.436	0	0.561	0.937	0	0.906	0.998
G6PD	HK2	9606.ENSP00000377192	9606.ENSP00000290573	0	0	0	0	0.092	0	0.800	0.823	0.965
G6PD	HK3	9606.ENSP00000377192	9606.ENSP00000292432	0	0	0	0	0.065	0	0.800	0.730	0.945
G6PD	GLUL	9606.ENSP00000377192	9606.ENSP00000307900	0.079	0	0	0	0.065	0	0	0.400	0.438
G6PD	PAK2	9606.ENSP00000377192	9606.ENSP00000314067	0	0	0	0	0	0.445	0	0	0.445
G6PD	PKM	9606.ENSP00000377192	9606.ENSP00000320171	0.167	0	0	0	0.144	0	0.800	0.767	0.962
G6PD	TALDO1	9606.ENSP00000377192	9606.ENSP00000321259	0.219	0	0	0	0.271	0.368	0	0.889	0.954
G6PD	RAD23B	9606.ENSP00000377192	9606.ENSP00000350708	0	0	0	0	0.062	0.791	0	0	0.795
G6PD	PGAM1	9606.ENSP00000377192	9606.ENSP00000359991	0	0	0	0	0.105	0.290	0.800	0.485	0.925
G6PD	PGK1	9606.ENSP00000377192	9606.ENSP00000362413	0	0	0	0	0.109	0	0	0.652	0.677
G6PD	NADK	9606.ENSP00000377192	9606.ENSP00000367890	0	0	0	0	0.097	0	0	0.516	0.545
G6PD	PGM2	9606.ENSP00000377192	9606.ENSP00000371393	0	0	0	0	0.098	0	0.800	0.368	0.876
G6PD	GK	9606.ENSP00000377192	9606.ENSP00000401720	0.047	0	0	0	0.063	0	0	0.461	0.476
G6PD	NFE2L2	9606.ENSP00000377192	9606.ENSP00000380252	0	0	0	0	0	0	0	0.477	0.477
G6PD	SOD2	9606.ENSP00000377192	9606.ENSP00000446252	0	0	0	0	0.063	0	0	0.495	0.506
G6PD	PFKFB3	9606.ENSP00000377192	9606.ENSP00000443319	0.045	0	0	0	0	0	0	0.543	0.545
G6PD	TXNRD1	9606.ENSP00000377192	9606.ENSP00000434516	0.079	0	0	0	0.189	0	0	0.588	0.666
G6PD	TKT	9606.ENSP00000377192	9606.ENSP00000391481	0.135	0	0	0	0.196	0.521	0	0.863	0.948
GAA	PYGM	9606.ENSP00000305692	9606.ENSP00000164139	0.069	0	0	0	0.063	0	0	0.440	0.469
GAA	GLA	9606.ENSP00000305692	9606.ENSP00000218516	0	0	0.219	0	0.059	0	0.900	0.725	0.977
GAA	GNS	9606.ENSP00000305692	9606.ENSP00000258145	0	0	0	0	0.085	0.391	0	0.062	0.431
GAA	HK2	9606.ENSP00000305692	9606.ENSP00000290573	0	0	0	0	0.062	0	0.650	0.059	0.664
GAA	HK3	9606.ENSP00000305692	9606.ENSP00000292432	0	0	0	0	0.097	0	0.650	0.058	0.676
GAA	VPS37C	9606.ENSP00000305692	9606.ENSP00000301765	0	0	0	0	0.087	0.388	0	0	0.417
GAA	NAGA	9606.ENSP00000305692	9606.ENSP00000379680	0	0	0.215	0	0.088	0	0	0.391	0.526
GAA	TALDO1	9606.ENSP00000305692	9606.ENSP00000321259	0.119	0	0	0	0.062	0.499	0	0.125	0.589
GAA	LAMP2	9606.ENSP00000305692	9606.ENSP00000408411	0	0	0	0	0.045	0.389	0	0.457	0.655
GAA	GLB1	9606.ENSP00000305692	9606.ENSP00000306920	0.070	0	0	0	0.063	0	0	0.719	0.734
GAA	LOC93432	9606.ENSP00000305692	9606.ENSP00000447431	0	0	0.437	0.895	0	0	0.900	0.220	0.906
GAA	MGAM	9606.ENSP00000305692	9606.ENSP00000447378	0	0	0	0.905	0	0	0.900	0.804	0.907
GAA	GYG1	9606.ENSP00000305692	9606.ENSP00000340736	0	0	0	0	0.066	0	0.900	0.430	0.942
GAB1	SOS2	9606.ENSP00000262995	9606.ENSP00000216373	0	0	0	0	0.062	0	0.800	0.249	0.847
GAB1	MAP3K3	9606.ENSP00000262995	9606.ENSP00000354927	0	0	0	0	0	0.270	0	0.224	0.409
GAB1	PTPN6	9606.ENSP00000262995	9606.ENSP00000391592	0	0	0	0	0	0.369	0	0.142	0.435
GAB1	S100A8	9606.ENSP00000262995	9606.ENSP00000357722	0	0	0	0	0	0	0	0.453	0.453
GAB1	TGFA	9606.ENSP00000262995	9606.ENSP00000295400	0	0	0	0	0.056	0	0.500	0.049	0.511
GAB1	STAT3	9606.ENSP00000262995	9606.ENSP00000264657	0	0	0	0	0	0	0	0.522	0.522
GAB1	PTPRJ	9606.ENSP00000262995	9606.ENSP00000400010	0	0	0	0	0	0.497	0	0.132	0.545
GAB1	PLCG2	9606.ENSP00000262995	9606.ENSP00000482457	0	0	0	0	0.062	0.506	0	0.228	0.611
GAB1	LYN	9606.ENSP00000262995	9606.ENSP00000428924	0	0	0	0	0	0.218	0.600	0.404	0.797
GAB1	PIK3CD	9606.ENSP00000262995	9606.ENSP00000366563	0	0	0	0	0.062	0.057	0.800	0.175	0.834
GAB1	IGF1R	9606.ENSP00000262995	9606.ENSP00000268035	0	0	0	0	0.062	0.109	0.800	0.288	0.865
GAB1	LPAR2	9606.ENSP00000262995	9606.ENSP00000443256	0	0	0	0	0	0	0.900	0	0.900
GAB1	IL6R	9606.ENSP00000262995	9606.ENSP00000357470	0	0	0	0	0	0	0.900	0.051	0.901
GAB1	LPAR1	9606.ENSP00000262995	9606.ENSP00000363553	0	0	0	0	0	0	0.900	0.057	0.901
GAB1	PRKACA	9606.ENSP00000262995	9606.ENSP00000309591	0	0	0	0	0	0.154	0.900	0	0.911
GAB1	RAC1	9606.ENSP00000262995	9606.ENSP00000348461	0	0	0	0	0	0.078	0.900	0.141	0.913
GAB1	HCK	9606.ENSP00000262995	9606.ENSP00000444986	0	0	0	0	0	0.189	0.900	0.097	0.920
GAB1	GAB2	9606.ENSP00000262995	9606.ENSP00000354952	0	0	0	0.847	0	0.192	0.900	0.512	0.922
GAB1	GNAI3	9606.ENSP00000262995	9606.ENSP00000358867	0	0	0	0	0	0.324	0.900	0.143	0.937
GAB1	PXN	9606.ENSP00000262995	9606.ENSP00000267257	0	0	0	0	0.062	0.270	0.900	0.261	0.942
GAB1	MAPK3	9606.ENSP00000262995	9606.ENSP00000263025	0	0	0	0	0.076	0.213	0.900	0.422	0.952
GAB1	GRB2	9606.ENSP00000262995	9606.ENSP00000376345	0	0	0	0	0	0.993	0.900	0.992	0.999
GAB2	SOS2	9606.ENSP00000354952	9606.ENSP00000216373	0	0	0	0	0.062	0	0.800	0.074	0.811
GAB2	SORL1	9606.ENSP00000354952	9606.ENSP00000260197	0	0	0	0	0	0	0	0.559	0.559
GAB2	MAPK3	9606.ENSP00000354952	9606.ENSP00000263025	0	0	0	0	0.065	0.497	0.900	0.324	0.963
GAB2	STAT3	9606.ENSP00000354952	9606.ENSP00000264657	0	0	0	0	0	0	0	0.516	0.516
GAB2	IFNAR1	9606.ENSP00000354952	9606.ENSP00000270139	0	0	0	0	0	0	0	0.462	0.462
GAB2	STAT5B	9606.ENSP00000354952	9606.ENSP00000293328	0	0	0	0	0.064	0	0.500	0.691	0.843
GAB2	PIK3AP1	9606.ENSP00000354952	9606.ENSP00000339826	0	0	0	0	0	0	0	0.525	0.525
GAB2	STAT5A	9606.ENSP00000354952	9606.ENSP00000341208	0	0	0	0	0.076	0	0.500	0.981	0.990
GAB2	PRKCD	9606.ENSP00000354952	9606.ENSP00000378217	0	0	0	0	0	0	0	0.433	0.433
GAB2	PTPN6	9606.ENSP00000354952	9606.ENSP00000391592	0	0	0	0	0	0.462	0	0.190	0.545
GAB2	LETM2	9606.ENSP00000354952	9606.ENSP00000369291	0	0	0	0	0	0	0	0.571	0.571
GAB2	PICALM	9606.ENSP00000354952	9606.ENSP00000377015	0	0	0	0	0.089	0	0	0.565	0.586
GAB2	LAT2	9606.ENSP00000354952	9606.ENSP00000420494	0	0	0	0	0	0	0.600	0.122	0.633
GAB2	VAV1	9606.ENSP00000354952	9606.ENSP00000472929	0	0	0	0	0	0	0.500	0.322	0.646
GAB2	PIK3CD	9606.ENSP00000354952	9606.ENSP00000366563	0	0	0	0	0	0	0.800	0.198	0.832
GAB2	IL6R	9606.ENSP00000354952	9606.ENSP00000357470	0	0	0	0	0	0	0.900	0.061	0.902
GAB2	JAK3	9606.ENSP00000354952	9606.ENSP00000391676	0	0	0	0	0	0	0.900	0.193	0.915
GAB2	RHOA	9606.ENSP00000354952	9606.ENSP00000400175	0	0	0	0	0	0	0.900	0.206	0.917
GAB2	HCK	9606.ENSP00000354952	9606.ENSP00000444986	0	0	0	0	0.069	0	0.900	0.328	0.931
GAB2	SYK	9606.ENSP00000354952	9606.ENSP00000364907	0	0	0	0	0	0.213	0.900	0.535	0.960
GAB2	PLCG2	9606.ENSP00000354952	9606.ENSP00000482457	0	0	0	0	0	0.270	0.800	0.852	0.976
GAB2	LYN	9606.ENSP00000354952	9606.ENSP00000428924	0	0	0	0	0	0.270	0.800	0.940	0.990
GAB2	GRB2	9606.ENSP00000354952	9606.ENSP00000376345	0	0	0	0	0	0.978	0.900	0.989	0.999
GABARAP	GABARAPL2	9606.ENSP00000306866	9606.ENSP00000037243	0	0	0	0.955	0.099	0.417	0.900	0.931	0.945
GABARAP	MEFV	9606.ENSP00000306866	9606.ENSP00000219596	0	0	0	0	0.062	0.344	0	0.243	0.494
GABARAP	GAPDH	9606.ENSP00000306866	9606.ENSP00000229239	0	0	0	0	0.062	0.117	0	0.512	0.560
GABARAP	MFN2	9606.ENSP00000306866	9606.ENSP00000235329	0	0	0	0	0.103	0.105	0	0.457	0.526
GABARAP	TUBA4A	9606.ENSP00000306866	9606.ENSP00000248437	0	0	0	0	0.062	0.314	0	0.548	0.683
GABARAP	TRIM21	9606.ENSP00000306866	9606.ENSP00000254436	0	0	0	0	0.062	0.344	0	0.124	0.415
GABARAP	VMP1	9606.ENSP00000306866	9606.ENSP00000262291	0	0	0	0	0.064	0	0	0.507	0.519
GABARAP	MUL1	9606.ENSP00000306866	9606.ENSP00000264198	0	0	0	0	0	0.270	0	0.479	0.604
GABARAP	RAB7A	9606.ENSP00000306866	9606.ENSP00000265062	0	0	0	0	0.201	0.105	0	0.752	0.807
GABARAP	MAP1LC3B	9606.ENSP00000306866	9606.ENSP00000268607	0	0	0	0.843	0.065	0.206	0.900	0.919	0.930
GABARAP	RAB5A	9606.ENSP00000306866	9606.ENSP00000273047	0	0	0	0	0.108	0.061	0	0.482	0.528
GABARAP	WDFY3	9606.ENSP00000306866	9606.ENSP00000295888	0	0	0	0	0.062	0.941	0	0.972	0.998
GABARAP	RAB24	9606.ENSP00000306866	9606.ENSP00000304376	0	0	0	0	0.108	0.058	0	0.568	0.606
GABARAP	TUBB2A	9606.ENSP00000306866	9606.ENSP00000369703	0	0	0	0	0.053	0.315	0	0.158	0.406
GABARAP	SH3GLB1	9606.ENSP00000306866	9606.ENSP00000479919	0	0	0	0	0.062	0	0	0.407	0.420
GABARAP	UBA1	9606.ENSP00000306866	9606.ENSP00000338413	0	0	0	0	0.063	0.245	0	0.282	0.447
GABARAP	RTN3	9606.ENSP00000306866	9606.ENSP00000367050	0	0	0	0	0.063	0.055	0	0.447	0.467
GABARAP	LAMP2	9606.ENSP00000306866	9606.ENSP00000408411	0	0	0	0	0.063	0.070	0	0.446	0.475
GABARAP	KBTBD7	9606.ENSP00000306866	9606.ENSP00000368797	0	0	0	0	0	0.288	0	0.302	0.482
GABARAP	TFE3	9606.ENSP00000306866	9606.ENSP00000314129	0	0	0	0	0	0	0	0.492	0.492
GABARAP	SNX18	9606.ENSP00000306866	9606.ENSP00000317332	0	0	0	0	0	0.358	0	0.250	0.498
GABARAP	TFEB	9606.ENSP00000306866	9606.ENSP00000351742	0	0	0	0	0	0	0	0.526	0.526
GABARAP	TMEM184B	9606.ENSP00000306866	9606.ENSP00000355210	0	0	0	0	0	0.584	0	0.139	0.626
GABARAP	ZFYVE1	9606.ENSP00000306866	9606.ENSP00000450742	0	0	0	0	0.064	0.270	0	0.610	0.710
GABARAP	LAMP1	9606.ENSP00000306866	9606.ENSP00000333298	0	0	0	0	0.064	0.070	0	0.703	0.719
GABARAP	PSMD4	9606.ENSP00000306866	9606.ENSP00000357879	0	0	0	0	0.062	0.169	0	0.680	0.729
GABARAP	PRKACA	9606.ENSP00000306866	9606.ENSP00000309591	0	0	0	0	0.153	0	0.800	0.073	0.829
GABARAP	PLEKHM1	9606.ENSP00000306866	9606.ENSP00000389913	0	0	0	0	0	0	0	0.929	0.929
GABARAP	ULK1	9606.ENSP00000306866	9606.ENSP00000324560	0	0	0	0	0.073	0.843	0	0.845	0.975
GABARAP	NBR1	9606.ENSP00000306866	9606.ENSP00000411250	0	0	0	0	0.107	0.824	0.800	0.780	0.992
GABARAP	SQSTM1	9606.ENSP00000306866	9606.ENSP00000374455	0	0	0	0	0.071	0.899	0.800	0.870	0.997
GABARAPL2	TSG101	9606.ENSP00000037243	9606.ENSP00000251968	0	0	0	0	0.124	0	0	0.346	0.403
GABARAPL2	PTEN	9606.ENSP00000037243	9606.ENSP00000361021	0	0	0	0	0.057	0	0	0.401	0.411
GABARAPL2	TFE3	9606.ENSP00000037243	9606.ENSP00000314129	0	0	0	0	0	0	0	0.415	0.415
GABARAPL2	SNCA	9606.ENSP00000037243	9606.ENSP00000338345	0	0	0	0	0	0.056	0	0.408	0.417
GABARAPL2	GAPDH	9606.ENSP00000037243	9606.ENSP00000229239	0	0	0	0	0.062	0.116	0	0.359	0.422
GABARAPL2	TCIRG1	9606.ENSP00000037243	9606.ENSP00000265686	0	0	0	0	0.064	0.077	0	0.387	0.424
GABARAPL2	TOLLIP	9606.ENSP00000037243	9606.ENSP00000314733	0	0	0	0	0.062	0	0	0.412	0.425
GABARAPL2	KBTBD7	9606.ENSP00000037243	9606.ENSP00000368797	0	0	0	0	0	0.298	0	0.226	0.433
GABARAPL2	NCOA4	9606.ENSP00000037243	9606.ENSP00000463027	0	0	0	0	0	0	0	0.471	0.472
GABARAPL2	RAB24	9606.ENSP00000037243	9606.ENSP00000304376	0	0	0	0	0.111	0.058	0	0.431	0.483
GABARAPL2	TRIM21	9606.ENSP00000037243	9606.ENSP00000254436	0	0	0	0	0.062	0.385	0	0.182	0.487
GABARAPL2	MEFV	9606.ENSP00000037243	9606.ENSP00000219596	0	0	0	0	0.062	0.344	0	0.252	0.501
GABARAPL2	SH3GLB1	9606.ENSP00000037243	9606.ENSP00000479919	0	0	0	0	0.052	0	0	0.498	0.504
GABARAPL2	MFN2	9606.ENSP00000037243	9606.ENSP00000235329	0	0	0	0	0.103	0.105	0	0.432	0.504
GABARAPL2	TFEB	9606.ENSP00000037243	9606.ENSP00000351742	0	0	0	0	0	0	0	0.527	0.527
GABARAPL2	RAB1A	9606.ENSP00000037243	9606.ENSP00000387286	0	0	0	0	0.103	0.058	0	0.496	0.537
GABARAPL2	PGK1	9606.ENSP00000037243	9606.ENSP00000362413	0	0	0	0	0.063	0	0	0.537	0.547
GABARAPL2	SNX18	9606.ENSP00000037243	9606.ENSP00000317332	0	0	0	0	0	0.151	0	0.490	0.548
GABARAPL2	UBA1	9606.ENSP00000037243	9606.ENSP00000338413	0	0	0	0	0.063	0.245	0	0.419	0.553
GABARAPL2	RAB5A	9606.ENSP00000037243	9606.ENSP00000273047	0	0	0	0	0.108	0.061	0	0.552	0.592
GABARAPL2	VMP1	9606.ENSP00000037243	9606.ENSP00000262291	0	0	0	0	0.105	0	0	0.581	0.609
GABARAPL2	TECPR2	9606.ENSP00000037243	9606.ENSP00000352510	0	0	0	0	0	0.229	0	0.519	0.614
GABARAPL2	LAMP2	9606.ENSP00000037243	9606.ENSP00000408411	0	0	0	0	0.090	0.070	0	0.583	0.617
GABARAPL2	TMEM184B	9606.ENSP00000037243	9606.ENSP00000355210	0	0	0	0	0	0.584	0	0.139	0.626
GABARAPL2	PLEKHM1	9606.ENSP00000037243	9606.ENSP00000389913	0	0	0	0	0	0	0	0.634	0.635
GABARAPL2	ZFYVE1	9606.ENSP00000037243	9606.ENSP00000450742	0	0	0	0	0.064	0	0	0.640	0.648
GABARAPL2	TUBA4A	9606.ENSP00000037243	9606.ENSP00000248437	0	0	0	0	0.062	0.304	0	0.531	0.667
GABARAPL2	LAMP1	9606.ENSP00000037243	9606.ENSP00000333298	0	0	0	0	0.063	0.070	0	0.660	0.678
GABARAPL2	NSFL1C	9606.ENSP00000037243	9606.ENSP00000418529	0	0	0	0	0.072	0.110	0	0.729	0.757
GABARAPL2	RAB7A	9606.ENSP00000037243	9606.ENSP00000265062	0	0	0	0	0.157	0.108	0	0.783	0.823
GABARAPL2	PRKACA	9606.ENSP00000037243	9606.ENSP00000309591	0	0	0	0	0.153	0	0.800	0.048	0.824
GABARAPL2	WDFY3	9606.ENSP00000037243	9606.ENSP00000295888	0	0	0	0	0.062	0.583	0	0.685	0.866
GABARAPL2	PSMD4	9606.ENSP00000037243	9606.ENSP00000357879	0	0	0	0	0.049	0.169	0	0.922	0.933
GABARAPL2	MAP1LC3B	9606.ENSP00000037243	9606.ENSP00000268607	0	0	0	0.891	0.144	0.320	0.900	0.922	0.943
GABARAPL2	ULK1	9606.ENSP00000037243	9606.ENSP00000324560	0	0	0	0	0.073	0.795	0	0.983	0.996
GABARAPL2	NBR1	9606.ENSP00000037243	9606.ENSP00000411250	0	0	0	0	0.107	0.672	0.800	0.946	0.996
GABARAPL2	SQSTM1	9606.ENSP00000037243	9606.ENSP00000374455	0	0	0	0	0.071	0.898	0.800	0.992	0.999
GABRR2	TTYH3	9606.ENSP00000386029	9606.ENSP00000258796	0	0	0	0	0	0	0.540	0	0.540
GABRR2	PPP1R9B	9606.ENSP00000386029	9606.ENSP00000478767	0	0	0	0	0	0.063	0	0.618	0.627
GAPDH	GRN	9606.ENSP00000229239	9606.ENSP00000053867	0	0	0	0	0.096	0	0	0.371	0.407
